GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS677474245	2020-11-28 19:21:30.612247	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2	NE	C4	NE		Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2018-11-16	12:19:00	obsr826311	S50007869	Stationary	P21	EBIRD	110			4	1	G3589507	1	1	1			Nido con dos huevos monticulo de 20 cm con leve hendidura (ap 1cm) en el centro donde estaban dos huevos manchados elongados aprox 4 cm cada uno	
URN:CornellLabOfOrnithology:EBIRD:OBS677474255	2020-11-28 19:21:30.682513	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2	NE	C4	NE		Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2018-11-16	12:19:00	obsr501068	S50007870	Stationary	P21	EBIRD	110			4	1	G3589507	1	1	1		<a href="https://www.flickr.com/photos/187541161@N07/49742881732/in/dateposted-public/" title="Abra de Lizoite"><img src="https://live.staticflickr.com/65535/49742881732_fd60d6cf79_z.jpg" alt="Abra de Lizoite" /></a>--<a href="https://www.flickr.com/photos/187541161@N07/49742559711/in/dateposted-public/" title="Abra de Lizoite"><img src="https://live.staticflickr.com/65535/49742559711_3d75b31542_z.jpg" alt="Abra de Lizoite" /></a>--<a href="https://www.flickr.com/photos/187541161@N07/49742559721/in/dateposted-public/" title="Abra de Lizoite"><img src="https://live.staticflickr.com/65535/49742559721_0c78b93689_z.jpg" alt="Abra de Lizoite" /></a>	Nido con dos huevos monticulo de 20 cm con leve hendidura (ap 1cm) en el centro donde estaban dos huevos manchados elongados aprox 4 cm cada uno----https://www.hbw.com/ibc/video/diademed-plover-phegornis-mitchellii/one-adult-bird	
URN:CornellLabOfOrnithology:EBIRD:OBS677474235	2020-11-28 19:21:30.709515	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2	NE	C4	NE		Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2018-11-16	12:19:00	obsr428007	S50007868	Stationary	P21	EBIRD	110			4	1	G3589507	1	1	1			Nido con dos huevos monticulo de 20 cm con leve hendidura (ap 1cm) en el centro donde estaban dos huevos manchados elongados aprox 4 cm cada uno.--Cuando observamos al segundo individuo incubando no permanecimos más de 3 minutos en cercanias del área de nidificación, siempre mantuvimos una distancia prudencial para no disturbar a la pareja.	
URN:CornellLabOfOrnithology:EBIRD:OBS677474265	2020-11-28 19:21:30.70379	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2	NE	C4	NE		Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2018-11-16	12:19:00	obsr243813	S50007871	Stationary	P21	EBIRD	110			4	1	G3589507	1	1	1			Nido con dos huevos monticulo de 20 cm con leve hendidura (ap 1cm) en el centro donde estaban dos huevos manchados elongados aprox 4 cm cada uno	
URN:CornellLabOfOrnithology:EBIRD:OBS696858286	2021-02-06 19:58:27.323448	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				3					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2019-01-09	10:30:00	obsr421164	S51548389	Traveling	P22	EBIRD	180	1.000		2	1	G3748097	1	1	1			Vimos 2 adultos y 1 volantón aguas arriba del cruce con la RP5.	
URN:CornellLabOfOrnithology:EBIRD:OBS696743922	2021-02-06 19:58:27.323448	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				3					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2019-01-09	10:30:00	obsr527162	S51539583	Traveling	P22	EBIRD	180	1.000		2	1	G3748097	1	1	1			Vimos 2 adultos y 1 volantón aguas arriba del cruce con la RP5.	
URN:CornellLabOfOrnithology:EBIRD:OBS752494385	2019-05-06 10:58:44	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Vega II	L9201920	P	-22.3930407	-65.2704249	2019-05-04	16:14:00	obsr1354160	S55888179	Traveling	P22	EBIRD_ARG	61	0.200		3	1	G4134705	1	1	1			Fotos. Un juvenil	
URN:CornellLabOfOrnithology:EBIRD:OBS753153086	2019-05-06 17:10:26	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Vega II	L9201920	P	-22.3930407	-65.2704249	2019-05-04	16:14:00	obsr521859	S55927370	Traveling	P22	EBIRD_ARG	61	0.200		3	1	G4134705	1	1	1			Fotos. Un juvenil	
URN:CornellLabOfOrnithology:EBIRD:OBS752259186	2019-05-06 08:25:37	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				3					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Vega II	L9201920	P	-22.3930407	-65.2704249	2019-05-03	14:24:00	obsr228451	S55874698	Stationary	P21	EBIRD_ARG	16			3	1		0	1	1			En vega. Una pareja y un pichón. Foto	
URN:CornellLabOfOrnithology:EBIRD:OBS752266352	2019-05-06 10:58:44	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Vega II	L9201920	P	-22.3930407	-65.2704249	2019-05-04	16:14:00	obsr228451	S55875119	Traveling	P22	EBIRD_ARG	61	0.200		3	1	G4134705	1	1	1			Fotos. Un juvenil	
URN:CornellLabOfOrnithology:EBIRD:OBS818519689	2019-10-20 10:00:35	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					RP 69 - Vega I	L10053901	P	-22.3930250	-65.2704983	2019-10-19	12:21:00	obsr786429	S60764534	Traveling	P22	EBIRD_ARG	30	1.000		3	1	G4596894	1	1	1			Hay registro fotográfico.	
URN:CornellLabOfOrnithology:EBIRD:OBS818519699	2019-10-20 10:00:35	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					RP 69 - Vega I	L10053901	P	-22.3930250	-65.2704983	2019-10-19	12:21:00	obsr521859	S60764535	Traveling	P22	EBIRD_ARG	30	1.000		3	1	G4596894	1	1	1		24° - Nuboso	Hay registro fotográfico.	
URN:CornellLabOfOrnithology:EBIRD:OBS818519808	2019-10-20 10:00:35	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					RP 69 - Vega I	L10053901	P	-22.3930250	-65.2704983	2019-10-19	12:21:00	obsr924388	S60764542	Traveling	P22	EBIRD_ARG	30	1.000		3	1	G4596894	1	1	1			Hay registro fotográfico.	
URN:CornellLabOfOrnithology:EBIRD:OBS832117697	2019-11-26 16:55:55	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Ruta Provincial 5, Salta, AR (-22,202, -65,211)	L10201669	P	-22.2023097	-65.2111233	2019-11-26	13:58:00	obsr228756	S61770854	Incidental	P20	EBIRD_ARG				1	0		0	1	1			.	
URN:CornellLabOfOrnithology:EBIRD:OBS1148689413	2021-05-10 19:08:31.931856	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2021-05-08	08:04:00	obsr762521	S87599926	Traveling	P22	EBIRD	81	1.590		2	1	G6696408	1	1	1			Foto	
URN:CornellLabOfOrnithology:EBIRD:OBS1152001143	2021-05-11 16:37:45.998178	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2021-05-08	08:04:00	obsr521859	S87850670	Traveling	P22	EBIRD	81	1.590		2	1	G6696408	1	1	1			Foto	
URN:CornellLabOfOrnithology:EBIRD:OBS1149063467	2021-05-10 19:08:31.931856	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2021-05-08	08:04:00	obsr924388	S87629139	Traveling	P22	EBIRD	81	1.590		2	1	G6696408	1	1	1			Foto	
URN:CornellLabOfOrnithology:EBIRD:OBS1289390778	2021-12-06 08:40:11.990279	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2021-11-27	16:15:00	obsr428007	S98473051	Traveling	P22	EBIRD_ARG	81	0.290		4	1	G7492605	0	1	1			Foto	
URN:CornellLabOfOrnithology:EBIRD:OBS1276674621	2021-11-18 14:39:27.850438	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2021-11-11	11:10:00	obsr795598	S97547592	Traveling	P22	EBIRD	80	5.000		3	1	G7419669	1	1	1			Una pareja en la vega de Lizoite. Fotografíado.	
URN:CornellLabOfOrnithology:EBIRD:OBS1285020064	2021-12-06 08:40:11.990279	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2021-11-27	16:15:00	obsr1857094	S98159195	Traveling	P22	EBIRD_ARG	81	0.290		4	1	G7492605	0	1	1			Foto	
URN:CornellLabOfOrnithology:EBIRD:OBS1286864745	2022-02-20 20:34:39.043	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2021-11-30	08:17:00	obsr90354	S98295714	Traveling	P22	EBIRD	354	10.000		4	1	G7479259	1	1	1			en una vega	
URN:CornellLabOfOrnithology:EBIRD:OBS1287904097	2021-12-06 08:39:59.522473	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2021-11-27	17:15:00	obsr1857094	S98366359	Stationary	P21	EBIRD	10			4	1	G7477654	1	1	1			Foto	
URN:CornellLabOfOrnithology:EBIRD:OBS1286865760	2022-02-20 20:34:39.043	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2021-11-30	08:17:00	obsr276981	S98296179	Traveling	P22	EBIRD	354	10.000		4	1	G7479259	1	1	1			en una vega	
URN:CornellLabOfOrnithology:EBIRD:OBS1294749737	2021-12-13 05:59:13.511767	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2021-11-27	17:15:00	obsr302433	S98826215	Stationary	P21	EBIRD	10			4	1	G7477654	1	1	1			Foto	
URN:CornellLabOfOrnithology:EBIRD:OBS1286583706	2021-12-06 08:39:59.522473	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2021-11-27	17:15:00	obsr682987	S98274193	Stationary	P21	EBIRD	10			4	1	G7477654	1	1	1			Foto	
URN:CornellLabOfOrnithology:EBIRD:OBS1279582900	2021-11-18 14:39:27.850438	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2021-11-11	11:10:00	obsr496887	S97748102	Traveling	P22	EBIRD	80	5.000		3	1	G7419669	1	1	1			Una pareja en la vega	
URN:CornellLabOfOrnithology:EBIRD:OBS1270614494	2021-12-06 09:03:09.50905	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2021-11-03	09:27:00	obsr924388	S97091139	Stationary	P21	EBIRD	34			3	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1286335978	2021-12-06 08:39:59.522473	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2021-11-27	17:15:00	obsr428007	S98259133	Stationary	P21	EBIRD	10			4	1	G7477654	1	1	1			Foto	
URN:CornellLabOfOrnithology:EBIRD:OBS1276871128	2021-11-18 14:39:27.850438	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2021-11-11	11:10:00	obsr217001	S97557973	Traveling	P22	EBIRD	80	5.000		3	1	G7419669	1	1	1			Una pareja en la vega de Lizoite. Fotografíado.	
URN:CornellLabOfOrnithology:EBIRD:OBS1463689123	2023-07-18 23:58:39.922467	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-06-20	12:35:00	obsr27456	S113387654	Traveling	P22	EBIRD	133	1.465		9	1	G8580578	1	1	1		Elevation 13,905ft/4240m. Wind gusts up to 60 mph. Andes looking for some targets; Diademed Sandpiper-plover, RB Sierra Finch, Condor, etc.	Juvenile	
URN:CornellLabOfOrnithology:EBIRD:OBS1463689139	2023-07-18 23:58:39.922467	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-06-20	12:35:00	obsr445290	S113387656	Traveling	P22	EBIRD	133	1.465		9	1	G8580578	1	1	1			Juvenile	
URN:CornellLabOfOrnithology:EBIRD:OBS1497443136	2023-07-18 23:58:39.922467	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-06-20	12:35:00	obsr599381	S116862021	Traveling	P22	EBIRD	133	1.465		9	1	G8580578	1	1	1			Juvenile	
URN:CornellLabOfOrnithology:EBIRD:OBS1463669544	2023-07-18 23:58:39.922467	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-06-20	12:35:00	obsr127892	S113387193	Traveling	P22	EBIRD	133	1.465		9	1	G8580578	1	1	1		Elevation 13,905ft/4240m. Wind gusts up to 60 mph. Andes looking for some targets; Diademed Sandpiper-plover, RB Sierra Finch, Condor, etc.	Juvenile	
URN:CornellLabOfOrnithology:EBIRD:OBS1464505457	2022-06-28 09:28:30.024484	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Ruta Provincial 7, Salta, AR (-22.213, -65.185)	L19767622	P	-22.2126519	-65.1852280	2022-06-21	11:23:00	obsr602235	S113498245	Incidental	P20	EBIRD				1	0		0	1	1			Una pareja en una vega con una poza de agua sin congelar, a diferencia del entorno que estaba completamente helado	
URN:CornellLabOfOrnithology:EBIRD:OBS1463689147	2023-07-18 23:58:39.922467	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-06-20	12:35:00	obsr165010	S113387657	Traveling	P22	EBIRD	133	1.465		9	1	G8580578	1	1	1		Elevation 13,905ft/4240m. Wind gusts up to 60 mph. Andes looking for some targets; Diademed Sandpiper-plover, RB Sierra Finch, Condor, etc.	Juvenile	
URN:CornellLabOfOrnithology:EBIRD:OBS1463712641	2023-07-18 23:58:39.922467	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-06-20	12:35:00	obsr538107	S113390566	Traveling	P22	EBIRD	133	1.465		9	1	G8580578	1	1	1			Juvenile	
URN:CornellLabOfOrnithology:EBIRD:OBS1463689131	2023-07-18 23:58:39.922467	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-06-20	12:35:00	obsr51532	S113387655	Traveling	P22	EBIRD	133	1.465		9	1	G8580578	1	1	1		Elevation 13,905ft/4240m. Wind gusts up to 60 mph. Andes looking for some targets; Diademed Sandpiper-plover, RB Sierra Finch, Condor, etc.	Juvenile	
URN:CornellLabOfOrnithology:EBIRD:OBS1463689115	2023-07-18 23:58:39.922467	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-06-20	12:35:00	obsr422440	S113387653	Traveling	P22	EBIRD	133	1.465		9	1	G8580578	1	1	1		Elevation 13,905ft/4240m. Wind gusts up to 60 mph. Andes looking for some targets; Diademed Sandpiper-plover, RB Sierra Finch, Condor, etc.	Juvenile	
URN:CornellLabOfOrnithology:EBIRD:OBS1497726832	2022-08-14 01:13:44.150602	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-07-27	13:00:00	obsr1281068	S116888614	Traveling	P22	EBIRD	60	3.000		4	1	G8789762	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1497403819	2022-08-14 01:13:44.150602	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-07-27	13:00:00	obsr90354	S116859879	Traveling	P22	EBIRD	60	3.000		4	1	G8789762	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1496740430	2022-09-19 09:28:41.749912	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Ruta Provincial 69, Salta, AR (-22.391, -65.27)	L20522464	P	-22.3914600	-65.2699508	2022-08-10	17:57:00	obsr228756	S116797632	Traveling	P22	EBIRD	85	2.170		2	1	G8783559	0	1	0		.		
URN:CornellLabOfOrnithology:EBIRD:OBS1496761992	2022-09-19 09:28:41.749912	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Ruta Provincial 69, Salta, AR (-22.391, -65.27)	L20522464	P	-22.3914600	-65.2699508	2022-08-10	17:57:00	obsr967764	S116799508	Traveling	P22	EBIRD	85	2.170		2	1	G8783559	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1547519413	2022-10-24 17:00:19.469351	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-10-24	11:40:00	obsr284928	S121262330	Traveling	P22	EBIRD	168	0.994		7	1	G9087377	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1543012622	2023-01-22 20:24:53.859921	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-10-18	07:25:00	obsr504651	S120895370	Traveling	P22	EBIRD	120	8.047		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1547508119	2022-10-24 17:00:19.06287	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-10-24	11:40:00	obsr140644	S121262326	Traveling	P22	EBIRD	168	0.994		7	1	G9087377	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1547505307	2022-10-25 18:10:06.671123	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-10-24	11:40:00	obsr430789	S121262323	Traveling	P22	EBIRD	168	0.994		7	1	G9087377	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1552148674	2022-12-11 17:35:15.396579	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-10-31	08:43:00	obsr303797	S121638921	Traveling	P22	EBIRD	134	1.271		11	1	G9117515	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1543962205	2023-01-22 20:25:32.196395	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Salta, AR (-22.199, -65.211)	L21290379	P	-22.1994092	-65.2107800	2022-10-18	10:53:00	obsr762521	S120971909	Traveling	P22	EBIRD	38	0.620		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1544523108	2022-11-01 19:16:38.743674	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-10-20	10:46:00	obsr553295	S121016990	Traveling	P22	EBIRD	129	1.000		5	1	G9068356	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1547520178	2022-10-24 17:00:19.8722	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-10-24	11:40:00	obsr503162	S121262331	Traveling	P22	EBIRD	168	0.994		7	1	G9087377	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1547557572	2022-10-24 18:03:59.727751	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2022-10-24	11:40:00	obsr426825	S121265768	Traveling	P22	EBIRD	168	0.994		7	1	G9087377	0	1	0				
