GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1602031851	2023-01-11 13:28:36.788514	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Mendoza	AR-M	Malargüe	AR-M-ML					Valle del Arroyo El Peñon	L14591087	P	-35.2669309	-70.4853578	2023-01-07	15:16:00	obsr757139	S125764714	Traveling	P22	EBIRD_ARG	147	5.520		3	1	G9459902	1	1	1			Foto	
URN:CornellLabOfOrnithology:EBIRD:OBS1601516946	2023-01-11 13:28:36.788514	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Mendoza	AR-M	Malargüe	AR-M-ML					Valle del Arroyo El Peñon	L14591087	P	-35.2669309	-70.4853578	2023-01-07	15:16:00	obsr532659	S125721933	Traveling	P22	EBIRD_ARG	147	5.520		3	1	G9459902	1	1	1			Foto	
URN:CornellLabOfOrnithology:EBIRD:OBS1601501817	2023-01-11 13:28:36.788514	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Mendoza	AR-M	Malargüe	AR-M-ML					Valle del Arroyo El Peñon	L14591087	P	-35.2669309	-70.4853578	2023-01-07	15:16:00	obsr1935307	S125721932	Traveling	P22	EBIRD_ARG	147	5.520		3	1	G9459902	1	1	1			Foto	
URN:CornellLabOfOrnithology:EBIRD:OBS1197504176	2022-03-29 16:19:56.069494	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				X					Argentina	AR	Mendoza	AR-M	San Carlos	AR-M-SC					Laguna Diamante	L15691605	P	-34.1914382	-69.5511389	2015-01-17		obsr566328	S91470815	Historical	P62	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1340090535	2023-04-05 20:33:39.372028	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Mendoza	AR-M	Tunuyán	AR-M-TN					Manantiales	L3824706	H	-33.6133327	-69.5578766	2020-02-29		obsr681286	S102477608	Historical	P62	EBIRD				1	0		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1056333865	2022-03-29 16:19:16.264589	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Mendoza	AR-M	Tunuyán	AR-M-TN					Altos de Rio Tunuyan	L13343689	P	-33.6087681	-69.7092980	2021-01-17	10:30:00	obsr339453	S79632914	Incidental	P20	EBIRD				2	0		1	1	0		Trekking a los portones del Rio Tunuyan		
URN:CornellLabOfOrnithology:EBIRD:OBS1431402817	2022-05-18 12:54:17.186857	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Mendoza	AR-M	Tunuyán	AR-M-TN					Manantiales	L3824706	H	-33.6133327	-69.5578766	2022-05-14	14:32:00	obsr457001	S110322656	Traveling	P22	EBIRD	31	0.670		2	1	G8390961	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1431438389	2022-05-18 12:54:17.186857	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Mendoza	AR-M	Tunuyán	AR-M-TN					Manantiales	L3824706	H	-33.6133327	-69.5578766	2022-05-14	14:32:00	obsr2187373	S110325200	Traveling	P22	EBIRD	31	0.670		2	1	G8390961	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1448832152	2022-07-15 19:08:29.935113	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Mendoza	AR-M	Tunuyán	AR-M-TN					Ruta Provincial 94, Tunuyán AR-Mendoza -33.61257, -69.52334	L19406677	P	-33.6125700	-69.5233450	2022-06-01	10:22:00	obsr532659	S111895168	Stationary	P21	EBIRD_ARG	15			2	1	G8493460	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1448935427	2022-07-15 19:08:29.935113	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Mendoza	AR-M	Tunuyán	AR-M-TN					Ruta Provincial 94, Tunuyán AR-Mendoza -33.61257, -69.52334	L19406677	P	-33.6125700	-69.5233450	2022-06-01	10:22:00	obsr1493936	S111904538	Stationary	P21	EBIRD_ARG	15			2	1	G8493460	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1663972169	2023-03-25 09:29:19.29902	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Mendoza	AR-M	Tunuyán	AR-M-TN					Manantiales	L3824706	H	-33.6133327	-69.5578766	2023-03-24	10:22:00	obsr2344499	S131692181	Traveling	P22	EBIRD	152	7.390		3	1	G9872935	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1663986374	2023-03-25 09:29:19.29902	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Mendoza	AR-M	Tunuyán	AR-M-TN					Manantiales	L3824706	H	-33.6133327	-69.5578766	2023-03-24	10:22:00	obsr2697417	S131692272	Traveling	P22	EBIRD	152	7.390		3	1	G9872935	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1664047113	2023-06-14 17:38:32.768193	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Mendoza	AR-M	Tunuyán	AR-M-TN					Manantiales	L3824706	H	-33.6133327	-69.5578766	2023-03-24	10:22:00	obsr532659	S131698645	Traveling	P22	EBIRD	152	7.390		3	1	G9872935	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS922385662	2021-09-02 19:45:04.854479	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Tucumán	AR-T	Chicligasta	AR-T-CH					PN Campo de los Alisos_PN Aconquija-Junturas	L11449756	P	-27.1478800	-66.0163700	2010-10-27		obsr292843	S69069239	Historical	P62	EBIRD					1		1	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1491165638	2022-08-30 09:10:57.461099	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Jujuy	AR-Y	Humahuaca	AR-Y-HU					Camino del Diablo, RPN°73, Jujuy, AR (-23,207, -65,058)	L13990538	P	-23.2068827	-65.0577695	2022-07-24	09:50:00	obsr635326	S116262679	Traveling	P22	EBIRD	50	1.880		2	1		0	1	1			Un individuo. Con registro fotográfico.	
URN:CornellLabOfOrnithology:EBIRD:OBS682069188	2019-02-10 19:31:42	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Vega Cerro Negro	L8207999	P	-22.5156378	-66.7076842	2018-11-30	07:17:00	obsr421500	S50368979	Traveling	P22	EBIRD	60	1.000		1	1		0	1	0			Una pareja en la vega	
URN:CornellLabOfOrnithology:EBIRD:OBS840704606	2021-08-23 17:52:08.817926	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				3	FL	C4	FL		Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Lago Pululos (AICA JU22)	L2761478	H	-22.5453000	-66.7981000	2019-12-18	08:35:00	obsr222775	S62513217	Traveling	P22	EBIRD_BCN	180	10.000		3	0	G4778061	1	1	0			Two parents attending a small chick. Photo of the chick is included. On a later visit two chicks observed.	
URN:CornellLabOfOrnithology:EBIRD:OBS841259984	2020-03-28 18:17:24	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				3	FL	C4	FL		Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Lago Pululos (AICA JU22)	L2761478	H	-22.5453000	-66.7981000	2019-12-18	08:35:00	obsr602235	S62555544	Traveling	P22	EBIRD_BCN	180	10.000		3	0	G4778061	1	1	0			Two parents attending a small chick	
URN:CornellLabOfOrnithology:EBIRD:OBS840702207	2019-12-23 08:19:23	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2	A 	C3	A 		Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Lago Pululos (AICA JU22)	L2761478	H	-22.5453000	-66.7981000	2019-12-19	19:11:00	obsr222775	S62513033	Traveling	P22	EBIRD_BCN	84	21.572		1	1	G4778069	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS841260525	2019-12-23 08:19:23	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2	A 	C3	A 		Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Lago Pululos (AICA JU22)	L2761478	H	-22.5453000	-66.7981000	2019-12-19	19:11:00	obsr602235	S62555604	Traveling	P22	EBIRD_BCN	84	21.572		1	1	G4778069	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS840702429	2022-08-04 06:50:19.100437	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				5					Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Lago Pululos (AICA JU22)	L2761478	H	-22.5453000	-66.7981000	2019-12-20	08:05:00	obsr222775	S62513053	Traveling	P22	EBIRD_BCN	282	51.234		3	0	G4778071	0	1	1			2 small chicks with both parents and another bird found on different bog	
URN:CornellLabOfOrnithology:EBIRD:OBS841260708	2022-08-04 06:50:19.100437	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				5					Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Lago Pululos (AICA JU22)	L2761478	H	-22.5453000	-66.7981000	2019-12-20	08:05:00	obsr602235	S62555616	Traveling	P22	EBIRD_BCN	282	51.234		3	0	G4778071	0	1	1			2 small chicks with both parents and another bird found on different bog	
URN:CornellLabOfOrnithology:EBIRD:OBS868334161	2022-08-04 06:50:19.100437	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Laguna Vilama sector norte	L8706618	P	-22.5567168	-66.8914011	2020-02-04	10:00:00	obsr206598	S64838915	International Shorebird Survey (ISS)	P74	EBIRD_ARG	210	5.000		4	1	G5006016	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS869006679	2022-08-04 06:50:19.100437	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Laguna Vilama sector norte	L8706618	P	-22.5567168	-66.8914011	2020-02-04	10:00:00	obsr435260	S64892929	International Shorebird Survey (ISS)	P74	EBIRD_ARG	210	5.000		4	1	G5006016	1	1	0		con Ana Laura Sureda, María Eugenia Juez y Walter Arias		
URN:CornellLabOfOrnithology:EBIRD:OBS870549824	2022-08-04 06:50:19.100437	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Laguna Vilama sector norte	L8706618	P	-22.5567168	-66.8914011	2020-02-04	10:00:00	obsr421500	S65071695	International Shorebird Survey (ISS)	P74	EBIRD_ARG	210	5.000		4	1	G5006016	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS868332635	2022-08-04 06:50:19.100437	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Laguna Vilama sector norte	L8706618	P	-22.5567168	-66.8914011	2020-02-04	10:00:00	obsr1169563	S64838804	International Shorebird Survey (ISS)	P74	EBIRD_ARG	210	5.000		4	1	G5006016	1	1	0		con Ana Laura Sureda, María Eugenia Juez y Walter Arias		
URN:CornellLabOfOrnithology:EBIRD:OBS1338877150	2022-02-23 10:15:33.643214	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Vega 33	L17753841	P	-22.5302113	-66.7824115	2022-01-18	09:49:00	obsr222775	S102387678	Traveling	P22	EBIRD	100	3.679		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1316014523	2022-01-11 09:04:23.240747	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2	NE	C4	NE		Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Vega survey Vega 29	L17397661	P	-22.5089410	-66.7064930	2022-01-02	10:17:00	obsr222775	S100539580	Traveling	P22	EBIRD	65	2.042		3	1		0	1	0			Found during a survey for the species. Birds went back to nest and began incubating two eggs.	
URN:CornellLabOfOrnithology:EBIRD:OBS1338872978	2022-02-10 13:39:11.965055	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Vega 4	L17700808	P	-22.4868610	-66.8036760	2022-01-16	09:49:00	obsr222775	S102387535	Traveling	P22	EBIRD	82	1.666		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1327424483	2022-01-31 09:29:50.408695	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				3	FL	C4	FL		Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Estacion biological vilama	L17221625	P	-22.5780370	-66.8428130	2022-01-22	11:17:00	obsr222775	S101464497	Traveling	P22	EBIRD	80	2.361		1	1		0	1	0			Two adults with a very large check that looks adult sized.	
URN:CornellLabOfOrnithology:EBIRD:OBS1316012362	2022-01-31 05:46:43.2892	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Vega 24 in survey of Vegas	L17397687	P	-22.6547590	-66.9493020	2022-01-01	16:50:00	obsr222775	S100539794	Traveling	P22	EBIRD	53	1.555		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1787632005	2023-07-21 17:17:36.90388	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Vega CHOR12	L26097068	P	-22.5080830	-66.8997320	2022-02-13		obsr968998	S145216630	Incidental	P20	EBIRD_ARG				3	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1585434697	2022-12-19 20:46:02.944139	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Vega 24 in survey of Vegas	L17397687	P	-22.6547590	-66.9493020	2022-12-15	12:57:00	obsr222775	S124287900	Traveling	P22	EBIRD	39	1.344		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1585438983	2022-12-19 20:49:28.990701	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Vega survey Vega 29	L17397661	P	-22.5089410	-66.7064930	2022-12-08	09:25:00	obsr222775	S124288010	Traveling	P22	EBIRD	94	2.143		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1650650494	2023-03-14 17:57:57.689011	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Vega Puesto Flores	L22959531	P	-22.6298896	-66.9556622	2023-02-05	14:15:00	obsr1169563	S130439754	Traveling	P22	EBIRD_ARG	15	0.300		5	1		0	1	0		con Ana Laura Sureda, José segovia, Luis Biancucci y Nicolás Pereyra		
URN:CornellLabOfOrnithology:EBIRD:OBS1651491966	2023-03-14 17:57:57.689011	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Vega Alta Rosario	L22973720	P	-22.8381216	-66.6995284	2023-02-08	10:05:00	obsr1169563	S130520286	Traveling	P22	EBIRD_ARG	10	0.300		5	1		0	1	0		con Ana Laura Sureda, José Segovia, Nicolás Pereyra y Luis Biancucci		
URN:CornellLabOfOrnithology:EBIRD:OBS1650652709	2023-03-14 17:57:57.689011	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Jujuy	AR-Y	Rinconada	AR-Y-RI					Vega Sudoeste (24)	L22959681	P	-22.6570268	-66.9518642	2023-02-05	15:10:00	obsr1169563	S130440598	Traveling	P22	EBIRD_ARG	60	1.150		5	1		0	1	0		con José segovia, Luis Biancucci y Nicolás Pereyra		
URN:CornellLabOfOrnithology:EBIRD:OBS1106652065	2021-04-01 11:01:57.244461	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				4					Argentina	AR	Jujuy	AR-Y	San Antonio	AR-Y-SA					Alrededores del Purma	L14208620	P	-24.3111350	-65.6221111	2021-03-26	10:53:00	obsr602235	S84359220	Incidental	P20	EBIRD				1	0		1	1	0			Tres adultos al menos y un juvenil. Incluyo fotos.	
URN:CornellLabOfOrnithology:EBIRD:OBS1742446488	2023-05-27 15:38:21.404003	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				3					Argentina	AR	Jujuy	AR-Y	Susques	AR-Y-SU					Río  Tocomar	L24707199	P	-24.1701503	-66.5409745	2023-05-25	16:04:00	obsr1509450	S139475374	Incidental	P20	EBIRD				1	0		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS500608177	2019-08-08 10:32:34	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Jujuy	AR-Y	Yavi	AR-Y-YA					Rincon de Cajas	L5845384	P	-22.2740711	-65.2500343	2011-03-29	09:00:00	obsr228756	S36907012	Stationary	P21	EBIRD_ARG	480			1	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1575696777	2023-05-15 10:25:50.78808	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				X					Argentina	AR	Jujuy	AR-Y	Yavi	AR-Y-YA					Yavi Chico (AICA JU24)	L844677	H	-22.0989411	-65.4584742	2012-11-02		obsr342623	S123504190	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS802669286	2019-09-07 21:48:38	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Jujuy	AR-Y	Yavi	AR-Y-YA					Bofedal below Abra de Lizoite 3975 m above sea level	L9889353	P	-22.2281083	-65.2421309	2018-10-27	09:15:00	obsr653766	S59595658	Traveling	P22	EBIRD	60	2.000		7	1		1	1	0			2 birds seen feeding in a side valley.	
URN:CornellLabOfOrnithology:EBIRD:OBS815620105	2019-10-18 12:50:09	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Jujuy	AR-Y	Yavi	AR-Y-YA					Potrero Esquina	L10021987	P	-22.3374543	-65.2893276	2019-09-17	10:27:00	obsr421500	S60555169	Traveling	P22	EBIRD	60	1.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS780803573	2019-08-22 10:34:50	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Jujuy	AR-Y							Laguna de Vilama (AICA JU22)	L2762148	H	-22.5833000	-66.9167000	2019-06-27	11:02:00	obsr421500	S57834671	Stationary	P21	EBIRD	30			1	1		0	1	0			Un joven, gris barrado de ceniza en el pecho, dorso gris. Y un adulto	
URN:CornellLabOfOrnithology:EBIRD:OBS99872072	2022-09-20 15:19:55.994263	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Bolivia	BO	Cochabamba	BO-C							Cerro Tunari	L977471	H	-17.2591871	-66.3572502	2010-09-13		obsr37316	S6994015	Incidental	P20	EBIRD					1	G198477	1	1	0			I've been hoping to see this species here for years, and just got done telling one of the tour participants just that. Pure obscenities left my mouth before I could actually say the name of the bird.	
URN:CornellLabOfOrnithology:EBIRD:OBS99910771	2022-09-20 15:19:12.56979	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Bolivia	BO	Cochabamba	BO-C							Cerro Tunari	L977471	H	-17.2591871	-66.3572502	2010-09-13		obsr50862	S6996423	Incidental	P20	EBIRD					1	G198477	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1653620739	2023-05-10 10:14:16.406147	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Bolivia	BO	La Paz	BO-L							Chokollo	L23012820	P	-14.7259363	-69.2235341	2017-11-21		obsr932635	S130721539	Historical	P62	EBIRD				1	1		1	1	0			Species observed at the edge of a glacier, and on the shore of a small lagoon, located at about 5300 m altitude.	
URN:CornellLabOfOrnithology:EBIRD:OBS1663358038	2023-04-06 16:50:34.854241	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Bolivia	BO	La Paz	BO-L							Area Laguna Charquini	L23187865	P	-16.3846780	-68.1662250	2023-03-23	08:29:00	obsr937232	S131635251	Traveling	P22	EBIRD	120	3.000		4	1		1	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1744390647	2023-05-29 07:04:58.111324	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Bolivia	BO	La Paz	BO-L							Charquini, Departamento de La Paz, BO	L24765787	P	-16.3127045	-68.1183445	2023-05-28	12:19:00	obsr911797	S139715267	Traveling	P22	EBIRD	116	1.900		8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS713909752	2020-12-07 20:21:43.204192	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				3					Bolivia	BO	Oruro	BO-O							Sajama	L8668340	P	-18.1367982	-68.9776089	1999-09-06	09:00:00	obsr267395	S53000695	Traveling	P22	EBIRD_CL	120	2.000		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS676885558	2020-11-15 14:44:31	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				X					Bolivia	BO	Oruro	BO-O							Zona de los Geyseres (4350m), Sajama NP	L8144695	P	-18.0886113	-69.0088243	2000-06-22		obsr632469	S49961813	Incidental	P20	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS944483340	2020-11-15 14:44:26	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Bolivia	BO	Oruro	BO-O							Sajama N.P.	L11719270	P	-18.1449476	-68.9656794	2004-05-05	10:30:00	obsr1312265	S70556957	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS351786048	2022-08-04 07:00:59.601608	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Bolivia	BO	Oruro	BO-O							Sajama	L3991807	P	-18.1316975	-68.9731693	2007-03-07		obsr123284	S25715550	Historical	P62	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS454996424	2020-11-15 14:44:29	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Bolivia	BO	Oruro	BO-O							BO-Oruro - -18,1x-69,027 - 6 jan. 2017 8:32 PM	L5229521	P	-18.1002122	-69.0272367	2017-01-06	14:43:00	obsr619119	S33492618	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1630574378	2023-02-13 23:27:13.58431	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Bolivia	BO	Potosí	BO-P							Bofedales de Mallcu Villamar, Lipez	L20717183	P	-21.8821730	-67.5400250	2022-08-28	12:44:00	obsr1094899	S128297616	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1507912612	2022-08-30 18:26:01.133122	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Bolivia	BO	Potosí	BO-P							Bofedales de Mallcu Villamar, Lipez	L20717183	P	-21.8821730	-67.5400250	2022-08-27	11:55:00	obsr1094899	S117794627	Traveling	P22	EBIRD	25	0.200		8	1		1	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1594928996	2023-01-09 16:03:17.982037	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				4					Bolivia	BO	Potosí	BO-P							Bogs de Agua Calientes, Potosi Department, BO (-21,884, -67,541)	L22014885	P	-21.8840048	-67.5406777	2023-01-01	09:56:00	obsr619119	S125125881	Stationary	P21	EBIRD	25			1	1		0	1	1			2 adults with 2 recently fledged chicks. Adults not shy at all. Start of bog in great conditions. Chicks foraging on their own	
URN:CornellLabOfOrnithology:EBIRD:OBS1623704921	2023-02-20 22:11:03.694349	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Bolivia	BO	Potosí	BO-P							Bofedales De Villamar	L19422857	P	-21.8135298	-67.4925948	2023-02-05	11:52:00	obsr1094899	S127673853	Traveling	P22	EBIRD	24	3.190		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1749333663	2023-06-04 15:58:16.305731	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Bolivia	BO	Potosí	BO-P							Bofedales	L24895333	P	-21.8811631	-67.5400722	2023-05-23	11:30:00	obsr610760	S140300449	Traveling	P22	EBIRD_BOL	240	5.000		2	1		1	1	0		we checked the "bofedales" which were in a good condition. No destruction by overgrazing.		
URN:CornellLabOfOrnithology:EBIRD:OBS1789579303	2023-07-24 08:38:48.397052	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Bolivia	BO	Potosí	BO-P							Bofedales de Mallcu Villamar, Lipez	L20717183	P	-21.8821730	-67.5400250	2023-07-23	13:04:00	obsr1094899	S145481883	Traveling	P22	EBIRD	11	1.970		1	1		0	1	0				
